name,path,llava_resp,predict,actual
covid_memes_1627.png,./images/covid_memes_1627.png,[harmless],0,0
covid_memes_1021.png,./images/covid_memes_1021.png,Harmless,0,0
covid_memes_1575.png,./images/covid_memes_1575.png,Harmless,0,0
covid_memes_1025.png,./images/covid_memes_1025.png,[harmless],0,0
covid_memes_1634.png,./images/covid_memes_1634.png,Harmless,0,0
covid_memes_1027.png,./images/covid_memes_1027.png,Harmless,0,0
covid_memes_1641.png,./images/covid_memes_1641.png,Harmless,0,0
covid_memes_1033.png,./images/covid_memes_1033.png,[harmless],0,0
covid_memes_1659.png,./images/covid_memes_1659.png,Harmless,0,0
covid_memes_1038.png,./images/covid_memes_1038.png,Harmless,0,0
covid_memes_1678.png,./images/covid_memes_1678.png,Harmless,0,0
covid_memes_1044.png,./images/covid_memes_1044.png,Harmless,0,0
covid_memes_1692.png,./images/covid_memes_1692.png,Harmless,0,0
covid_memes_1045.png,./images/covid_memes_1045.png,Harmless,0,0
covid_memes_1713.png,./images/covid_memes_1713.png,Harmless,0,0
covid_memes_1054.png,./images/covid_memes_1054.png,Harmless,0,0
covid_memes_1755.png,./images/covid_memes_1755.png,Harmless,0,0
covid_memes_1058.png,./images/covid_memes_1058.png,Harmless,0,1
covid_memes_1775.png,./images/covid_memes_1775.png,Harmless,0,0
covid_memes_1067.png,./images/covid_memes_1067.png,Harmless,0,0
covid_memes_1779.png,./images/covid_memes_1779.png,Harmless,0,0
covid_memes_1076.png,./images/covid_memes_1076.png,Harmless,0,0
covid_memes_1789.png,./images/covid_memes_1789.png,Harmless,0,0
covid_memes_1077.png,./images/covid_memes_1077.png,Harmless,0,0
covid_memes_1793.png,./images/covid_memes_1793.png,Harmless,0,0
covid_memes_1111.png,./images/covid_memes_1111.png,Harmless,0,0
covid_memes_1810.png,./images/covid_memes_1810.png,Harmless,0,0
covid_memes_1117.png,./images/covid_memes_1117.png,Harmless,0,0
covid_memes_1839.png,./images/covid_memes_1839.png,Harmless,0,0
covid_memes_1133.png,./images/covid_memes_1133.png,Harmless,0,0
covid_memes_1844.png,./images/covid_memes_1844.png,Harmless,0,0
covid_memes_1157.png,./images/covid_memes_1157.png,Harmless,0,0
covid_memes_1863.png,./images/covid_memes_1863.png,Harmful,1,0
covid_memes_1173.png,./images/covid_memes_1173.png,Harmless,0,0
covid_memes_1865.png,./images/covid_memes_1865.png,Harmless,0,0
covid_memes_1176.png,./images/covid_memes_1176.png,Harmless,0,0
covid_memes_1867.png,./images/covid_memes_1867.png,[harmless],0,0
covid_memes_1182.png,./images/covid_memes_1182.png,Harmless,0,0
covid_memes_1871.png,./images/covid_memes_1871.png,Harmless,0,0
covid_memes_1189.png,./images/covid_memes_1189.png,Harmless,0,0
covid_memes_1873.png,./images/covid_memes_1873.png,Harmless,0,0
covid_memes_1204.png,./images/covid_memes_1204.png,[harmless],0,0
covid_memes_1875.png,./images/covid_memes_1875.png,Harmless,0,0
covid_memes_1220.png,./images/covid_memes_1220.png,Harmless,0,0
covid_memes_1890.png,./images/covid_memes_1890.png,Harmless,0,0
covid_memes_1225.png,./images/covid_memes_1225.png,Harmless,0,0
covid_memes_1892.png,./images/covid_memes_1892.png,Harmless,0,0
covid_memes_1229.png,./images/covid_memes_1229.png,[harmless],0,0
covid_memes_1893.png,./images/covid_memes_1893.png,Harmless,0,0
covid_memes_1230.png,./images/covid_memes_1230.png,Harmless,0,0
covid_memes_1908.png,./images/covid_memes_1908.png,Harmless,0,0
covid_memes_1234.png,./images/covid_memes_1234.png,[harmless],0,0
covid_memes_1920.png,./images/covid_memes_1920.png,Harmless,0,0
covid_memes_1248.png,./images/covid_memes_1248.png,Harmless,0,0
covid_memes_1928.png,./images/covid_memes_1928.png,Harmless,0,0
covid_memes_1260.png,./images/covid_memes_1260.png,Harmless,0,0
covid_memes_1934.png,./images/covid_memes_1934.png,Harmless,0,0
covid_memes_1263.png,./images/covid_memes_1263.png,Harmless,0,0
covid_memes_1935.png,./images/covid_memes_1935.png,[harmful],1,0
covid_memes_1264.png,./images/covid_memes_1264.png,[harmless],0,0
covid_memes_1967.png,./images/covid_memes_1967.png,[harmless],0,0
covid_memes_1266.png,./images/covid_memes_1266.png,Harmless,0,0
covid_memes_1976.png,./images/covid_memes_1976.png,Harmless,0,0
covid_memes_1275.png,./images/covid_memes_1275.png,[harmless],0,0
covid_memes_1989.png,./images/covid_memes_1989.png,Harmless,0,0
covid_memes_1305.png,./images/covid_memes_1305.png,Harmless,0,0
covid_memes_1990.png,./images/covid_memes_1990.png,Harmless,0,0
covid_memes_1312.png,./images/covid_memes_1312.png,Harmless,0,0
covid_memes_1992.png,./images/covid_memes_1992.png,Harmless,0,0
covid_memes_1318.png,./images/covid_memes_1318.png,[harmless],0,0
covid_memes_1993.png,./images/covid_memes_1993.png,Harmless,0,0
covid_memes_1331.png,./images/covid_memes_1331.png,Harmless,0,0
covid_memes_1997.png,./images/covid_memes_1997.png,[harmless],0,0
covid_memes_1334.png,./images/covid_memes_1334.png,Harmless,0,0
covid_memes_2005.png,./images/covid_memes_2005.png,Harmless,0,0
covid_memes_1385.png,./images/covid_memes_1385.png,Harmless,0,0
covid_memes_2006.png,./images/covid_memes_2006.png,Harmless,0,0
covid_memes_1411.png,./images/covid_memes_1411.png,Harmless,0,0
covid_memes_2031.png,./images/covid_memes_2031.png,Harmless,0,0
covid_memes_1441.png,./images/covid_memes_1441.png,Harmless,0,0
covid_memes_2041.png,./images/covid_memes_2041.png,Harmless,0,0
covid_memes_1447.png,./images/covid_memes_1447.png,Harmless,0,0
covid_memes_2049.png,./images/covid_memes_2049.png,Harmless,0,0
covid_memes_1462.png,./images/covid_memes_1462.png,Harmless,0,0
covid_memes_2058.png,./images/covid_memes_2058.png,Harmless,0,0
covid_memes_1479.png,./images/covid_memes_1479.png,Harmless,0,0
covid_memes_2062.png,./images/covid_memes_2062.png,Harmless,0,0
covid_memes_1516.png,./images/covid_memes_1516.png,Harmless,0,0
covid_memes_2067.png,./images/covid_memes_2067.png,Harmless,0,0
covid_memes_1523.png,./images/covid_memes_1523.png,Harmless,0,0
covid_memes_222.png,./images/covid_memes_222.png,Harmful,1,1
covid_memes_1525.png,./images/covid_memes_1525.png,Harmless,0,0
covid_memes_250.png,./images/covid_memes_250.png,Harmless,0,0
covid_memes_1541.png,./images/covid_memes_1541.png,Harmless,0,0
covid_memes_271.png,./images/covid_memes_271.png,[harmless],0,0
covid_memes_1566.png,./images/covid_memes_1566.png,Harmless,0,0
covid_memes_287.png,./images/covid_memes_287.png,Harmless,0,0
covid_memes_1573.png,./images/covid_memes_1573.png,Harmless,0,0
covid_memes_1583.png,./images/covid_memes_1583.png,Harmless,0,0
covid_memes_293.png,./images/covid_memes_293.png,[harmless],0,0
covid_memes_1590.png,./images/covid_memes_1590.png,Harmless,0,0
covid_memes_31.png,./images/covid_memes_31.png,Harmless,0,0
covid_memes_1602.png,./images/covid_memes_1602.png,Harmless,0,0
covid_memes_325.png,./images/covid_memes_325.png,Harmless,0,0
covid_memes_1618.png,./images/covid_memes_1618.png,Harmless,0,0
covid_memes_35.png,./images/covid_memes_35.png,Harmless,0,0
covid_memes_1619.png,./images/covid_memes_1619.png,Harmless,0,0
covid_memes_36.png,./images/covid_memes_36.png,Harmless,0,0
covid_memes_1625.png,./images/covid_memes_1625.png,Harmless,0,0
covid_memes_409.png,./images/covid_memes_409.png,Harmless,0,0
covid_memes_433.png,./images/covid_memes_433.png,Harmless,0,0
covid_memes_446.png,./images/covid_memes_446.png,Harmless,0,0
covid_memes_451.png,./images/covid_memes_451.png,Harmless,0,0
covid_memes_453.png,./images/covid_memes_453.png,Harmless,0,0
covid_memes_464.png,./images/covid_memes_464.png,[harmless],0,0
covid_memes_470.png,./images/covid_memes_470.png,Harmless,0,0
covid_memes_474.png,./images/covid_memes_474.png,Harmless,0,0
covid_memes_475.png,./images/covid_memes_475.png,Harmless,0,0
covid_memes_476.png,./images/covid_memes_476.png,Harmless,0,0
covid_memes_487.png,./images/covid_memes_487.png,Harmless,0,0
covid_memes_489.png,./images/covid_memes_489.png,Harmful,1,0
covid_memes_5423.png,./images/covid_memes_5423.png,Harmless,0,1
covid_memes_5424.png,./images/covid_memes_5424.png,Harmless,0,1
covid_memes_5425.png,./images/covid_memes_5425.png,Harmful,1,0
covid_memes_5426.png,./images/covid_memes_5426.png,Harmless,0,0
covid_memes_5427.png,./images/covid_memes_5427.png,Harmless,0,1
covid_memes_5429.png,./images/covid_memes_5429.png,Harmful,1,0
covid_memes_5430.png,./images/covid_memes_5430.png,Harmful,1,0
covid_memes_5433.png,./images/covid_memes_5433.png,Harmless,0,1
covid_memes_5434.png,./images/covid_memes_5434.png,Harmless,0,0
covid_memes_5435.png,./images/covid_memes_5435.png,Harmless,0,1
covid_memes_5436.png,./images/covid_memes_5436.png,Harmless,0,1
covid_memes_5437.png,./images/covid_memes_5437.png,Harmless,0,1
covid_memes_5439.png,./images/covid_memes_5439.png,Harmless,0,0
covid_memes_5441.png,./images/covid_memes_5441.png,Harmless,0,1
covid_memes_5442.png,./images/covid_memes_5442.png,Harmless,0,1
covid_memes_5444.png,./images/covid_memes_5444.png,Harmless,0,0
covid_memes_5445.png,./images/covid_memes_5445.png,Harmless,0,1
covid_memes_5446.png,./images/covid_memes_5446.png,Harmful,1,0
covid_memes_5447.png,./images/covid_memes_5447.png,Harmless,0,1
covid_memes_5448.png,./images/covid_memes_5448.png,Harmful,1,1
covid_memes_5449.png,./images/covid_memes_5449.png,Harmful,1,1
