name,path,llava_resp,predict,actual
covid_memes_1021.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1021.png,Harmless,0,0
covid_memes_1025.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1025.png,Harmless,0,0
covid_memes_1027.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1027.png,Harmless,0,0
covid_memes_1033.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1033.png,Harmless,0,0
covid_memes_1038.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1038.png,Harmless,0,0
covid_memes_1044.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1044.png,Harmless,0,0
covid_memes_1045.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1045.png,Harmless,0,0
covid_memes_1054.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1054.png,Harmless,0,0
covid_memes_1058.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1058.png,Harmless,0,1
covid_memes_1067.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1067.png,Harmless,0,0
covid_memes_1076.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1076.png,Harmless,0,0
covid_memes_1077.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1077.png,Harmful,1,0
covid_memes_1111.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1111.png,Harmless,0,0
covid_memes_1117.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1117.png,Harmful,1,0
covid_memes_1133.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1133.png,Harmless,0,0
covid_memes_1157.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1157.png,Harmless,0,0
covid_memes_1173.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1173.png,Harmless,0,0
covid_memes_1176.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1176.png,Harmless,0,0
covid_memes_1182.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1182.png,Harmless,0,0
covid_memes_1189.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1189.png,Harmless,0,0
covid_memes_1204.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1204.png,Harmless,0,0
covid_memes_1220.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1220.png,Harmless,0,0
covid_memes_1225.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1225.png,Harmful,1,0
covid_memes_1229.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1229.png,Harmless,0,0
covid_memes_1230.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1230.png,Harmless,0,0
covid_memes_1234.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1234.png,Harmless,0,0
covid_memes_1248.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1248.png,Harmless,0,0
covid_memes_1260.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1260.png,Harmless,0,0
covid_memes_1263.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1263.png,Harmless,0,0
covid_memes_1264.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1264.png,Harmless,0,0
covid_memes_1266.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1266.png,Harmless,0,0
covid_memes_1275.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1275.png,Harmful,1,0
covid_memes_1305.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1305.png,Harmless,0,0
covid_memes_1312.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1312.png,Harmless,0,0
covid_memes_1318.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1318.png,Harmless,0,0
covid_memes_1331.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1331.png,Harmless,0,0
covid_memes_1334.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1334.png,Harmless,0,0
covid_memes_1385.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1385.png,Harmless,0,0
covid_memes_1411.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1411.png,Harmful,1,0
covid_memes_1441.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1441.png,Harmless,0,0
covid_memes_1447.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1447.png,Harmless,0,0
covid_memes_1462.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1462.png,Harmless,0,0
covid_memes_1479.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1479.png,Harmless,0,0
covid_memes_1516.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1516.png,Harmless,0,0
covid_memes_1523.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1523.png,Harmless,0,0
covid_memes_1525.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1525.png,Harmless,0,0
covid_memes_1541.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1541.png,Harmless,0,0
covid_memes_1566.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1566.png,Harmless,0,0
covid_memes_1573.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1573.png,Harmless,0,0
covid_memes_1575.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1575.png,Harmless,0,0
covid_memes_1583.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1583.png,Harmless,0,0
covid_memes_1590.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1590.png,Harmless,0,0
covid_memes_1602.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1602.png,Harmless,0,0
covid_memes_1618.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1618.png,Harmless,0,0
covid_memes_1619.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1619.png,Harmless,0,0
covid_memes_1625.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1625.png,Harmful,1,0
covid_memes_1627.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1627.png,Harmful,1,0
covid_memes_1634.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1634.png,Harmless,0,0
covid_memes_1641.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1641.png,Harmless,0,0
covid_memes_1659.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1659.png,Harmless,0,0
covid_memes_1678.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1678.png,Harmful,1,0
covid_memes_1692.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1692.png,Harmful,1,0
covid_memes_1713.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1713.png,Harmless,0,0
covid_memes_1755.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1755.png,Harmless,0,0
covid_memes_1775.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1775.png,Harmful,1,0
covid_memes_1779.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1779.png,Harmful,1,0
covid_memes_1789.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1789.png,Harmful,1,0
covid_memes_1793.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1793.png,Harmless,0,0
